state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes
Tennessee,TN,Sequatchie,47153,Republican,Ben Carson,199,0.09300000000000001
Tennessee,TN,Sequatchie,47153,Republican,John Kasich,66,0.031
Tennessee,TN,Sequatchie,47153,Democrat,Hillary Clinton,273,0.561
Tennessee,TN,Sequatchie,47153,Democrat,Bernie Sanders,206,0.423
Tennessee,TN,Sevier,47155,Republican,Donald Trump,7686,0.46799999999999997
Tennessee,TN,Sevier,47155,Republican,Ted Cruz,3471,0.21100000000000002
Tennessee,TN,Sevier,47155,Republican,Marco Rubio,3170,0.193
Tennessee,TN,Sevier,47155,Republican,Ben Carson,1099,0.067
Tennessee,TN,Sevier,47155,Republican,John Kasich,634,0.039
Tennessee,TN,Sevier,47155,Democrat,Hillary Clinton,1259,0.494
Tennessee,TN,Sevier,47155,Democrat,Bernie Sanders,1241,0.486
Tennessee,TN,Shelby,47157,Republican,Donald Trump,20715,0.299
Tennessee,TN,Shelby,47157,Republican,Ted Cruz,19727,0.285
Tennessee,TN,Shelby,47157,Republican,Marco Rubio,18248,0.264
Tennessee,TN,Shelby,47157,Republican,John Kasich,5187,0.075
Tennessee,TN,Shelby,47157,Republican,Ben Carson,4092,0.059000000000000004
Tennessee,TN,Shelby,47157,Democrat,Hillary Clinton,66465,0.8009999999999999
Tennessee,TN,Shelby,47157,Democrat,Bernie Sanders,15985,0.193
Tennessee,TN,Smith,47159,Republican,Donald Trump,1418,0.48
Tennessee,TN,Smith,47159,Republican,Ted Cruz,866,0.293
Tennessee,TN,Smith,47159,Republican,Marco Rubio,316,0.107
Tennessee,TN,Smith,47159,Republican,Ben Carson,233,0.079
Tennessee,TN,Smith,47159,Republican,John Kasich,64,0.022000000000000002
Tennessee,TN,Smith,47159,Democrat,Hillary Clinton,654,0.706
Tennessee,TN,Smith,47159,Democrat,Bernie Sanders,253,0.273
Tennessee,TN,Stewart,47161,Republican,Donald Trump,953,0.496
Tennessee,TN,Stewart,47161,Republican,Ted Cruz,443,0.23
Tennessee,TN,Stewart,47161,Republican,Marco Rubio,301,0.157
Tennessee,TN,Stewart,47161,Republican,Ben Carson,130,0.068
Tennessee,TN,Stewart,47161,Republican,John Kasich,63,0.033
Tennessee,TN,Stewart,47161,Democrat,Hillary Clinton,527,0.66
Tennessee,TN,Stewart,47161,Democrat,Bernie Sanders,244,0.306
Tennessee,TN,Sullivan,47163,Republican,Donald Trump,8718,0.385
Tennessee,TN,Sullivan,47163,Republican,Ted Cruz,6074,0.268
Tennessee,TN,Sullivan,47163,Republican,Marco Rubio,4513,0.19899999999999998
Tennessee,TN,Sullivan,47163,Republican,Ben Carson,1730,0.076
Tennessee,TN,Sullivan,47163,Republican,John Kasich,1161,0.051
Tennessee,TN,Sullivan,47163,Democrat,Hillary Clinton,2653,0.541
Tennessee,TN,Sullivan,47163,Democrat,Bernie Sanders,2153,0.439
Tennessee,TN,Sumner,47165,Republican,Donald Trump,9708,0.369
Tennessee,TN,Sumner,47165,Republican,Ted Cruz,7583,0.28800000000000003
Tennessee,TN,Sumner,47165,Republican,Marco Rubio,5161,0.196
Tennessee,TN,Sumner,47165,Republican,Ben Carson,2286,0.087
Tennessee,TN,Sumner,47165,Republican,John Kasich,1175,0.045
Tennessee,TN,Sumner,47165,Democrat,Hillary Clinton,4225,0.643
Tennessee,TN,Sumner,47165,Democrat,Bernie Sanders,2262,0.344
Tennessee,TN,Tipton,47167,Republican,Donald Trump,3618,0.43
Tennessee,TN,Tipton,47167,Republican,Ted Cruz,2693,0.32
Tennessee,TN,Tipton,47167,Republican,Marco Rubio,1238,0.147
Tennessee,TN,Tipton,47167,Republican,Ben Carson,534,0.063
Tennessee,TN,Tipton,47167,Republican,John Kasich,224,0.027000000000000003
Tennessee,TN,Tipton,47167,Democrat,Hillary Clinton,1454,0.711
Tennessee,TN,Tipton,47167,Democrat,Bernie Sanders,574,0.281
Tennessee,TN,Trousdale,47169,Republican,Donald Trump,453,0.49
Tennessee,TN,Trousdale,47169,Republican,Ted Cruz,281,0.304
Tennessee,TN,Trousdale,47169,Republican,Marco Rubio,91,0.098
Tennessee,TN,Trousdale,47169,Republican,Ben Carson,63,0.068
Tennessee,TN,Trousdale,47169,Republican,John Kasich,23,0.025
Tennessee,TN,Trousdale,47169,Democrat,Hillary Clinton,321,0.725
Tennessee,TN,Trousdale,47169,Democrat,Bernie Sanders,113,0.255
Tennessee,TN,Unicoi,47171,Republican,Donald Trump,1813,0.505
Tennessee,TN,Unicoi,47171,Republican,Ted Cruz,676,0.188
Tennessee,TN,Unicoi,47171,Republican,Marco Rubio,614,0.171
Tennessee,TN,Unicoi,47171,Republican,Ben Carson,238,0.066
Tennessee,TN,Unicoi,47171,Republican,John Kasich,128,0.036000000000000004
Tennessee,TN,Unicoi,47171,Democrat,Bernie Sanders,272,0.513
Tennessee,TN,Unicoi,47171,Democrat,Hillary Clinton,244,0.46
Tennessee,TN,Union,47173,Republican,Donald Trump,1311,0.54
Tennessee,TN,Union,47173,Republican,Ted Cruz,535,0.22
Tennessee,TN,Union,47173,Republican,Marco Rubio,337,0.139
Tennessee,TN,Union,47173,Republican,Ben Carson,147,0.061
Tennessee,TN,Union,47173,Republican,John Kasich,55,0.023
Tennessee,TN,Union,47173,Democrat,Hillary Clinton,316,0.601
Tennessee,TN,Union,47173,Democrat,Bernie Sanders,196,0.373
Tennessee,TN,Van Buren,47175,Republican,Donald Trump,493,0.55
Tennessee,TN,Van Buren,47175,Republican,Ted Cruz,225,0.251
Tennessee,TN,Van Buren,47175,Republican,Marco Rubio,90,0.1
Tennessee,TN,Van Buren,47175,Republican,Ben Carson,69,0.077
Tennessee,TN,Van Buren,47175,Republican,John Kasich,13,0.015
Tennessee,TN,Van Buren,47175,Democrat,Hillary Clinton,242,0.6759999999999999
Tennessee,TN,Van Buren,47175,Democrat,Bernie Sanders,96,0.268
Tennessee,TN,Warren,47177,Republican,Donald Trump,2273,0.47100000000000003
Tennessee,TN,Warren,47177,Republican,Ted Cruz,1184,0.245
Tennessee,TN,Warren,47177,Republican,Marco Rubio,792,0.16399999999999998
Tennessee,TN,Warren,47177,Republican,Ben Carson,354,0.073
Tennessee,TN,Warren,47177,Republican,John Kasich,142,0.028999999999999998
Tennessee,TN,Warren,47177,Democrat,Hillary Clinton,1318,0.643
Tennessee,TN,Warren,47177,Democrat,Bernie Sanders,671,0.327
Tennessee,TN,Washington,47179,Republican,Donald Trump,6953,0.364
Tennessee,TN,Washington,47179,Republican,Ted Cruz,4771,0.249
Tennessee,TN,Washington,47179,Republican,Marco Rubio,4434,0.23199999999999998
Tennessee,TN,Washington,47179,Republican,Ben Carson,1506,0.079
Tennessee,TN,Washington,47179,Republican,John Kasich,1059,0.055
Tennessee,TN,Washington,47179,Democrat,Bernie Sanders,2833,0.531
Tennessee,TN,Washington,47179,Democrat,Hillary Clinton,2444,0.45799999999999996
Tennessee,TN,Wayne,47181,Republican,Donald Trump,1159,0.528
Tennessee,TN,Wayne,47181,Republican,Ted Cruz,530,0.242
Tennessee,TN,Wayne,47181,Republican,Marco Rubio,261,0.11900000000000001
Tennessee,TN,Wayne,47181,Republican,Ben Carson,158,0.07200000000000001
Tennessee,TN,Wayne,47181,Republican,John Kasich,50,0.023
Tennessee,TN,Wayne,47181,Democrat,Hillary Clinton,208,0.63
Tennessee,TN,Wayne,47181,Democrat,Bernie Sanders,113,0.342
Tennessee,TN,Weakley,47183,Republican,Donald Trump,1764,0.41200000000000003
Tennessee,TN,Weakley,47183,Republican,Ted Cruz,1210,0.28300000000000003
Tennessee,TN,Weakley,47183,Republican,Marco Rubio,694,0.162
Tennessee,TN,Weakley,47183,Republican,Ben Carson,383,0.08900000000000001
Tennessee,TN,Weakley,47183,Republican,John Kasich,143,0.033
Tennessee,TN,Weakley,47183,Democrat,Hillary Clinton,860,0.632
Tennessee,TN,Weakley,47183,Democrat,Bernie Sanders,452,0.332
Tennessee,TN,White,47185,Republican,Donald Trump,2092,0.511
Tennessee,TN,White,47185,Republican,Ted Cruz,1041,0.254
Tennessee,TN,White,47185,Republican,Marco Rubio,497,0.121
Tennessee,TN,White,47185,Republican,Ben Carson,307,0.075
Tennessee,TN,White,47185,Republican,John Kasich,95,0.023
Tennessee,TN,White,47185,Democrat,Hillary Clinton,688,0.606
Tennessee,TN,White,47185,Democrat,Bernie Sanders,401,0.353
Tennessee,TN,Williamson,47187,Republican,Marco Rubio,13069,0.314
Tennessee,TN,Williamson,47187,Republican,Donald Trump,11384,0.27399999999999997
Tennessee,TN,Williamson,47187,Republican,Ted Cruz,10517,0.253
Tennessee,TN,Williamson,47187,Republican,John Kasich,3285,0.079
Tennessee,TN,Williamson,47187,Republican,Ben Carson,2758,0.066
Tennessee,TN,Williamson,47187,Democrat,Hillary Clinton,6055,0.603
Tennessee,TN,Williamson,47187,Democrat,Bernie Sanders,3911,0.39
Tennessee,TN,Wilson,47189,Republican,Donald Trump,8570,0.38799999999999996
Tennessee,TN,Wilson,47189,Republican,Ted Cruz,6425,0.29100000000000004
Tennessee,TN,Wilson,47189,Republican,Marco Rubio,4060,0.184
Tennessee,TN,Wilson,47189,Republican,Ben Carson,1648,0.075
Tennessee,TN,Wilson,47189,Republican,John Kasich,1020,0.046
Tennessee,TN,Wilson,47189,Democrat,Hillary Clinton,3873,0.6409999999999999
Tennessee,TN,Wilson,47189,Democrat,Bernie Sanders,2102,0.348
Texas,TX,Anderson,48001,Republican,Ted Cruz,4525,0.534
Texas,TX,Anderson,48001,Republican,Donald Trump,2425,0.28600000000000003
Texas,TX,Anderson,48001,Republican,Marco Rubio,804,0.095
Texas,TX,Anderson,48001,Republican,Ben Carson,375,0.044000000000000004
Texas,TX,Anderson,48001,Republican,John Kasich,147,0.017
Texas,TX,Anderson,48001,Democrat,Hillary Clinton,994,0.7559999999999999
Texas,TX,Anderson,48001,Democrat,Bernie Sanders,299,0.22699999999999998
Texas,TX,Andrews,48003,Republican,Ted Cruz,1349,0.465
Texas,TX,Andrews,48003,Republican,Donald Trump,716,0.247
Texas,TX,Andrews,48003,Republican,Marco Rubio,402,0.139
Texas,TX,Andrews,48003,Republican,Ben Carson,201,0.069
Texas,TX,Andrews,48003,Republican,John Kasich,39,0.013000000000000001
Texas,TX,Andrews,48003,Democrat,Hillary Clinton,76,0.6609999999999999
Texas,TX,Andrews,48003,Democrat,Bernie Sanders,38,0.33
Texas,TX,Angelina,48005,Republican,Ted Cruz,6875,0.507
Texas,TX,Angelina,48005,Republican,Donald Trump,3646,0.26899999999999996
Texas,TX,Angelina,48005,Republican,Marco Rubio,1613,0.11900000000000001
Texas,TX,Angelina,48005,Republican,Ben Carson,593,0.044000000000000004
Texas,TX,Angelina,48005,Republican,John Kasich,348,0.026000000000000002
Texas,TX,Angelina,48005,Democrat,Hillary Clinton,1950,0.737
Texas,TX,Angelina,48005,Democrat,Bernie Sanders,622,0.235
Texas,TX,Aransas,48007,Republican,Donald Trump,2091,0.39299999999999996
Texas,TX,Aransas,48007,Republican,Ted Cruz,1654,0.311
Texas,TX,Aransas,48007,Republican,Marco Rubio,789,0.14800000000000002
Texas,TX,Aransas,48007,Republican,John Kasich,272,0.051
Texas,TX,Aransas,48007,Republican,Ben Carson,167,0.031
Texas,TX,Aransas,48007,Democrat,Hillary Clinton,488,0.63
Texas,TX,Aransas,48007,Democrat,Bernie Sanders,272,0.35100000000000003
Texas,TX,Archer,48009,Republican,Ted Cruz,1215,0.49200000000000005
Texas,TX,Archer,48009,Republican,Donald Trump,707,0.28600000000000003
Texas,TX,Archer,48009,Republican,Marco Rubio,266,0.10800000000000001
Texas,TX,Archer,48009,Republican,Ben Carson,151,0.061
Texas,TX,Archer,48009,Republican,John Kasich,45,0.018000000000000002
Texas,TX,Archer,48009,Democrat,Hillary Clinton,99,0.589
Texas,TX,Archer,48009,Democrat,Bernie Sanders,64,0.381
Texas,TX,Armstrong,48011,Republican,Ted Cruz,380,0.49
Texas,TX,Armstrong,48011,Republican,Donald Trump,197,0.254
Texas,TX,Armstrong,48011,Republican,Ben Carson,60,0.077
Texas,TX,Armstrong,48011,Republican,Marco Rubio,58,0.075
Texas,TX,Armstrong,48011,Republican,John Kasich,15,0.019
Texas,TX,Armstrong,48011,Democrat,Bernie Sanders,4,0.8
Texas,TX,Armstrong,48011,Democrat,Hillary Clinton,1,0.2
Texas,TX,Atascosa,48013,Republican,Ted Cruz,2333,0.52
Texas,TX,Atascosa,48013,Republican,Donald Trump,1335,0.297
Texas,TX,Atascosa,48013,Republican,Marco Rubio,528,0.11800000000000001
Texas,TX,Atascosa,48013,Republican,Ben Carson,142,0.032
Texas,TX,Atascosa,48013,Republican,John Kasich,71,0.016
Texas,TX,Atascosa,48013,Democrat,Hillary Clinton,1355,0.7170000000000001
Texas,TX,Atascosa,48013,Democrat,Bernie Sanders,478,0.253
Texas,TX,Austin,48015,Republican,Ted Cruz,3201,0.525
Texas,TX,Austin,48015,Republican,Donald Trump,1752,0.287
Texas,TX,Austin,48015,Republican,Marco Rubio,647,0.106
Texas,TX,Austin,48015,Republican,Ben Carson,197,0.032
Texas,TX,Austin,48015,Republican,John Kasich,160,0.026000000000000002
Texas,TX,Austin,48015,Democrat,Hillary Clinton,492,0.7340000000000001
Texas,TX,Austin,48015,Democrat,Bernie Sanders,165,0.24600000000000002
Texas,TX,Bailey,48017,Republican,Ted Cruz,496,0.519
Texas,TX,Bailey,48017,Republican,Donald Trump,234,0.245
Texas,TX,Bailey,48017,Republican,Marco Rubio,123,0.129
Texas,TX,Bailey,48017,Republican,Ben Carson,63,0.066
Texas,TX,Bailey,48017,Republican,John Kasich,19,0.02
Texas,TX,Bailey,48017,Democrat,Hillary Clinton,84,0.7120000000000001
Texas,TX,Bailey,48017,Democrat,Bernie Sanders,29,0.24600000000000002
Texas,TX,Bandera,48019,Republican,Ted Cruz,2268,0.43200000000000005
Texas,TX,Bandera,48019,Republican,Donald Trump,1820,0.34700000000000003
Texas,TX,Bandera,48019,Republican,Marco Rubio,618,0.11800000000000001
Texas,TX,Bandera,48019,Republican,Ben Carson,217,0.040999999999999995
Texas,TX,Bandera,48019,Republican,John Kasich,150,0.028999999999999998
Texas,TX,Bandera,48019,Democrat,Hillary Clinton,378,0.555
Texas,TX,Bandera,48019,Democrat,Bernie Sanders,293,0.43
Texas,TX,Bastrop,48021,Republican,Ted Cruz,4202,0.391
Texas,TX,Bastrop,48021,Republican,Donald Trump,3587,0.33399999999999996
Texas,TX,Bastrop,48021,Republican,Marco Rubio,1550,0.14400000000000002
Texas,TX,Bastrop,48021,Republican,Ben Carson,569,0.053
Texas,TX,Bastrop,48021,Republican,John Kasich,415,0.039
Texas,TX,Bastrop,48021,Democrat,Hillary Clinton,2894,0.591
Texas,TX,Bastrop,48021,Democrat,Bernie Sanders,1945,0.397
Texas,TX,Baylor,48023,Republican,Ted Cruz,355,0.429
Texas,TX,Baylor,48023,Republican,Donald Trump,254,0.307
Texas,TX,Baylor,48023,Republican,Marco Rubio,96,0.11599999999999999
Texas,TX,Baylor,48023,Republican,Ben Carson,60,0.07200000000000001
Texas,TX,Baylor,48023,Republican,John Kasich,18,0.022000000000000002
Texas,TX,Baylor,48023,Democrat,Hillary Clinton,46,0.613
Texas,TX,Baylor,48023,Democrat,Bernie Sanders,24,0.32
Texas,TX,Bee,48025,Republican,Ted Cruz,1509,0.5
Texas,TX,Bee,48025,Republican,Donald Trump,781,0.259
Texas,TX,Bee,48025,Republican,Marco Rubio,427,0.141
Texas,TX,Bee,48025,Republican,Ben Carson,99,0.033
Texas,TX,Bee,48025,Republican,John Kasich,63,0.021
Texas,TX,Bee,48025,Democrat,Hillary Clinton,1132,0.7509999999999999
Texas,TX,Bee,48025,Democrat,Bernie Sanders,320,0.212
Texas,TX,Bell,48027,Republican,Ted Cruz,13994,0.445
Texas,TX,Bell,48027,Republican,Donald Trump,8110,0.258
Texas,TX,Bell,48027,Republican,Marco Rubio,4844,0.154
Texas,TX,Bell,48027,Republican,Ben Carson,1676,0.053
Texas,TX,Bell,48027,Republican,John Kasich,1219,0.039
Texas,TX,Bell,48027,Democrat,Hillary Clinton,7416,0.6990000000000001
Texas,TX,Bell,48027,Democrat,Bernie Sanders,3079,0.29
Texas,TX,Bexar,48029,Republican,Ted Cruz,54115,0.408
Texas,TX,Bexar,48029,Republican,Donald Trump,32701,0.247
Texas,TX,Bexar,48029,Republican,Marco Rubio,30683,0.23199999999999998
Texas,TX,Bexar,48029,Republican,John Kasich,6262,0.047
Texas,TX,Bexar,48029,Republican,Ben Carson,4771,0.036000000000000004
Texas,TX,Bexar,48029,Democrat,Hillary Clinton,76502,0.6679999999999999
Texas,TX,Bexar,48029,Democrat,Bernie Sanders,36720,0.321
Texas,TX,Blanco,48031,Republican,Ted Cruz,1379,0.45799999999999996
Texas,TX,Blanco,48031,Republican,Donald Trump,886,0.295
Texas,TX,Blanco,48031,Republican,Marco Rubio,411,0.13699999999999998
Texas,TX,Blanco,48031,Republican,Ben Carson,111,0.037000000000000005
Texas,TX,Blanco,48031,Republican,John Kasich,99,0.033
Texas,TX,Blanco,48031,Democrat,Hillary Clinton,229,0.547
Texas,TX,Blanco,48031,Democrat,Bernie Sanders,190,0.45299999999999996
Texas,TX,Borden,48033,Republican,Ted Cruz,164,0.529
Texas,TX,Borden,48033,Republican,Donald Trump,91,0.294
Texas,TX,Borden,48033,Republican,Marco Rubio,30,0.09699999999999999
Texas,TX,Borden,48033,Republican,Ben Carson,14,0.045
Texas,TX,Borden,48033,Republican,John Kasich,3,0.01
Texas,TX,Borden,48033,Democrat,Hillary Clinton,4,0.8
Texas,TX,Borden,48033,Democrat,Bernie Sanders,1,0.2
Texas,TX,Bosque,48035,Republican,Ted Cruz,2132,0.507
Texas,TX,Bosque,48035,Republican,Donald Trump,1269,0.302
Texas,TX,Bosque,48035,Republican,Marco Rubio,388,0.092
Texas,TX,Bosque,48035,Republican,Ben Carson,177,0.042
Texas,TX,Bosque,48035,Republican,John Kasich,104,0.025
Texas,TX,Bosque,48035,Democrat,Hillary Clinton,353,0.626
Texas,TX,Bosque,48035,Democrat,Bernie Sanders,199,0.353
Texas,TX,Bowie,48037,Republican,Ted Cruz,7057,0.43
Texas,TX,Bowie,48037,Republican,Donald Trump,5039,0.307
Texas,TX,Bowie,48037,Republican,Marco Rubio,2091,0.127
Texas,TX,Bowie,48037,Republican,Ben Carson,940,0.057
Texas,TX,Bowie,48037,Republican,John Kasich,482,0.028999999999999998
Texas,TX,Bowie,48037,Democrat,Hillary Clinton,2436,0.7609999999999999
Texas,TX,Bowie,48037,Democrat,Bernie Sanders,687,0.214
Texas,TX,Brazoria,48039,Republican,Ted Cruz,19993,0.51
Texas,TX,Brazoria,48039,Republican,Donald Trump,10003,0.255
Texas,TX,Brazoria,48039,Republican,Marco Rubio,5573,0.142
Texas,TX,Brazoria,48039,Republican,Ben Carson,1350,0.034
Texas,TX,Brazoria,48039,Republican,John Kasich,1141,0.028999999999999998
Texas,TX,Brazoria,48039,Democrat,Hillary Clinton,8996,0.696
Texas,TX,Brazoria,48039,Democrat,Bernie Sanders,3720,0.28800000000000003
Texas,TX,Brazos,48041,Republican,Ted Cruz,12049,0.47200000000000003
Texas,TX,Brazos,48041,Republican,Marco Rubio,4777,0.187
Texas,TX,Brazos,48041,Republican,Donald Trump,4628,0.18100000000000002
Texas,TX,Brazos,48041,Republican,John Kasich,1718,0.067
Texas,TX,Brazos,48041,Republican,Ben Carson,1462,0.057
Texas,TX,Brazos,48041,Democrat,Bernie Sanders,3580,0.494
Texas,TX,Brazos,48041,Democrat,Hillary Clinton,3559,0.491
Texas,TX,Brewster,48043,Republican,Ted Cruz,471,0.386
Texas,TX,Brewster,48043,Republican,Donald Trump,368,0.301
Texas,TX,Brewster,48043,Republican,Marco Rubio,208,0.17
Texas,TX,Brewster,48043,Republican,Ben Carson,63,0.052000000000000005
Texas,TX,Brewster,48043,Republican,John Kasich,33,0.027000000000000003
Texas,TX,Brewster,48043,Democrat,Bernie Sanders,771,0.48100000000000004
Texas,TX,Brewster,48043,Democrat,Hillary Clinton,699,0.436
Texas,TX,Briscoe,48045,Republican,Ted Cruz,244,0.537
Texas,TX,Briscoe,48045,Republican,Donald Trump,110,0.242
Texas,TX,Briscoe,48045,Republican,Marco Rubio,35,0.077
Texas,TX,Briscoe,48045,Republican,John Kasich,20,0.044000000000000004
Texas,TX,Briscoe,48045,Republican,Ben Carson,18,0.04
Texas,TX,Briscoe,48045,Democrat,Hillary Clinton,16,0.5710000000000001
Texas,TX,Briscoe,48045,Democrat,Bernie Sanders,11,0.39299999999999996
Texas,TX,Brooks,48047,Republican,Ted Cruz,31,0.534
Texas,TX,Brooks,48047,Republican,Donald Trump,18,0.31
Texas,TX,Brooks,48047,Republican,Ben Carson,4,0.069
Texas,TX,Brooks,48047,Republican,Marco Rubio,3,0.052000000000000005
Texas,TX,Brooks,48047,Republican,John Kasich,2,0.034
Texas,TX,Brooks,48047,Democrat,Hillary Clinton,1603,0.7440000000000001
Texas,TX,Brooks,48047,Democrat,Bernie Sanders,362,0.168
Texas,TX,Brown,48049,Republican,Ted Cruz,4197,0.48
Texas,TX,Brown,48049,Republican,Donald Trump,2459,0.281
Texas,TX,Brown,48049,Republican,Marco Rubio,924,0.106
Texas,TX,Brown,48049,Republican,Ben Carson,489,0.055999999999999994
Texas,TX,Brown,48049,Republican,John Kasich,212,0.024
Texas,TX,Brown,48049,Democrat,Hillary Clinton,319,0.585
Texas,TX,Brown,48049,Democrat,Bernie Sanders,212,0.389
Texas,TX,Burleson,48051,Republican,Ted Cruz,1711,0.517
Texas,TX,Burleson,48051,Republican,Donald Trump,988,0.298
Texas,TX,Burleson,48051,Republican,Marco Rubio,259,0.078
Texas,TX,Burleson,48051,Republican,Ben Carson,134,0.04
Texas,TX,Burleson,48051,Republican,John Kasich,73,0.022000000000000002
Texas,TX,Burleson,48051,Democrat,Hillary Clinton,469,0.74
Texas,TX,Burleson,48051,Democrat,Bernie Sanders,149,0.235
Texas,TX,Burnet,48053,Republican,Ted Cruz,4026,0.397
Texas,TX,Burnet,48053,Republican,Donald Trump,3145,0.31
Texas,TX,Burnet,48053,Republican,Marco Rubio,1573,0.155
Texas,TX,Burnet,48053,Republican,Ben Carson,517,0.051
Texas,TX,Burnet,48053,Republican,John Kasich,419,0.040999999999999995
Texas,TX,Burnet,48053,Democrat,Hillary Clinton,871,0.594
Texas,TX,Burnet,48053,Democrat,Bernie Sanders,576,0.39299999999999996
Texas,TX,Caldwell,48055,Republican,Ted Cruz,1993,0.431
Texas,TX,Caldwell,48055,Republican,Donald Trump,1345,0.29100000000000004
Texas,TX,Caldwell,48055,Republican,Marco Rubio,729,0.158
Texas,TX,Caldwell,48055,Republican,Ben Carson,218,0.047
Texas,TX,Caldwell,48055,Republican,John Kasich,124,0.027000000000000003
Texas,TX,Caldwell,48055,Democrat,Hillary Clinton,1657,0.652
Texas,TX,Caldwell,48055,Democrat,Bernie Sanders,831,0.327
Texas,TX,Calhoun,48057,Republican,Ted Cruz,1567,0.445
Texas,TX,Calhoun,48057,Republican,Donald Trump,1164,0.33
Texas,TX,Calhoun,48057,Republican,Marco Rubio,445,0.126
Texas,TX,Calhoun,48057,Republican,Ben Carson,125,0.035
Texas,TX,Calhoun,48057,Republican,John Kasich,77,0.022000000000000002
Texas,TX,Calhoun,48057,Democrat,Hillary Clinton,1024,0.675
Texas,TX,Calhoun,48057,Democrat,Bernie Sanders,425,0.28
Texas,TX,Callahan,48059,Republican,Ted Cruz,1689,0.49700000000000005
Texas,TX,Callahan,48059,Republican,Donald Trump,1034,0.304
Texas,TX,Callahan,48059,Republican,Marco Rubio,290,0.085
Texas,TX,Callahan,48059,Republican,Ben Carson,142,0.042
Texas,TX,Callahan,48059,Republican,John Kasich,79,0.023
Texas,TX,Callahan,48059,Democrat,Bernie Sanders,104,0.5329999999999999
Texas,TX,Callahan,48059,Democrat,Hillary Clinton,86,0.441
Texas,TX,Cameron,48061,Republican,Ted Cruz,4451,0.35200000000000004
Texas,TX,Cameron,48061,Republican,Donald Trump,4286,0.33899999999999997
Texas,TX,Cameron,48061,Republican,Marco Rubio,2634,0.20800000000000002
Texas,TX,Cameron,48061,Republican,Ben Carson,479,0.038
Texas,TX,Cameron,48061,Republican,John Kasich,349,0.027999999999999997
Texas,TX,Cameron,48061,Democrat,Hillary Clinton,20326,0.682
Texas,TX,Cameron,48061,Democrat,Bernie Sanders,8318,0.27899999999999997
Texas,TX,Camp,48063,Republican,Ted Cruz,863,0.436
Texas,TX,Camp,48063,Republican,Donald Trump,640,0.324
Texas,TX,Camp,48063,Republican,Marco Rubio,264,0.133
Texas,TX,Camp,48063,Republican,Ben Carson,107,0.054000000000000006
Texas,TX,Camp,48063,Republican,John Kasich,45,0.023
Texas,TX,Camp,48063,Democrat,Hillary Clinton,484,0.7659999999999999
Texas,TX,Camp,48063,Democrat,Bernie Sanders,134,0.212
Texas,TX,Carson,48065,Republican,Ted Cruz,854,0.5539999999999999
Texas,TX,Carson,48065,Republican,Donald Trump,370,0.24
Texas,TX,Carson,48065,Republican,Marco Rubio,127,0.08199999999999999
Texas,TX,Carson,48065,Republican,Ben Carson,123,0.08
Texas,TX,Carson,48065,Republican,John Kasich,24,0.016
Texas,TX,Carson,48065,Democrat,Hillary Clinton,50,0.625
Texas,TX,Carson,48065,Democrat,Bernie Sanders,30,0.375
Texas,TX,Cass,48067,Republican,Ted Cruz,2753,0.508
Texas,TX,Cass,48067,Republican,Donald Trump,1604,0.29600000000000004
Texas,TX,Cass,48067,Republican,Marco Rubio,503,0.09300000000000001
Texas,TX,Cass,48067,Republican,Ben Carson,265,0.049
Texas,TX,Cass,48067,Republican,John Kasich,138,0.025
Texas,TX,Cass,48067,Democrat,Hillary Clinton,777,0.731
Texas,TX,Cass,48067,Democrat,Bernie Sanders,264,0.248
Texas,TX,Castro,48069,Republican,Ted Cruz,496,0.48100000000000004
Texas,TX,Castro,48069,Republican,Donald Trump,270,0.262
Texas,TX,Castro,48069,Republican,Marco Rubio,112,0.109
Texas,TX,Castro,48069,Republican,Ben Carson,82,0.08
Texas,TX,Castro,48069,Republican,John Kasich,23,0.022000000000000002
Texas,TX,Castro,48069,Democrat,Hillary Clinton,127,0.738
Texas,TX,Castro,48069,Democrat,Bernie Sanders,40,0.233
Texas,TX,Chambers,48071,Republican,Ted Cruz,3758,0.534
Texas,TX,Chambers,48071,Republican,Donald Trump,2030,0.28800000000000003
Texas,TX,Chambers,48071,Republican,Marco Rubio,610,0.087
Texas,TX,Chambers,48071,Republican,Ben Carson,226,0.032
Texas,TX,Chambers,48071,Republican,John Kasich,181,0.026000000000000002
Texas,TX,Chambers,48071,Democrat,Hillary Clinton,687,0.68
Texas,TX,Chambers,48071,Democrat,Bernie Sanders,293,0.29
Texas,TX,Cherokee,48073,Republican,Ted Cruz,4562,0.534
Texas,TX,Cherokee,48073,Republican,Donald Trump,2350,0.275
Texas,TX,Cherokee,48073,Republican,Marco Rubio,767,0.09
Texas,TX,Cherokee,48073,Republican,Ben Carson,406,0.048
Texas,TX,Cherokee,48073,Republican,John Kasich,207,0.024
Texas,TX,Cherokee,48073,Democrat,Hillary Clinton,989,0.742
Texas,TX,Cherokee,48073,Democrat,Bernie Sanders,323,0.242
Texas,TX,Childress,48075,Republican,Ted Cruz,444,0.451
Texas,TX,Childress,48075,Republican,Donald Trump,285,0.29
Texas,TX,Childress,48075,Republican,Marco Rubio,122,0.124
Texas,TX,Childress,48075,Republican,Ben Carson,59,0.06
Texas,TX,Childress,48075,Republican,John Kasich,17,0.017
Texas,TX,Childress,48075,Democrat,Hillary Clinton,54,0.5870000000000001
